x;y;labels;text
-15.806779861450195;0.7568387985229492;0;Thanks for coming together in this very special way that we've just talked about the fact that it's still a little bit strange for us to meet you through the screen, and that we are still  learning these new ways of gathering people together. 
3.96909499168396;3.4319183826446533;0;I think it would be nice to talk a little bit about us and about Irruptive Chora, because I think with some of you we have worked in the past, but not everyone I think is familiar. So just to keep it short. We were laughing today, because I got asked that maybe I should tell this story. At some point, when we were running a radio show, this story got recounted so many times. But now I realise that I actually I think I haven't told it for like three years. So there is the story we met during, we didn't really meet, we knew each other. But we met again, after sometime, as it happens, when we have these, like, meetings. Knowing each other, then something happens during a reading group in the ICA. And that was after I graduated from the RCA and Agata was in her final year and just graduated, we were in this reading group. And I think the subjects we kind of touched upon during the group really resonated with us. And we thought that it would be nice to do something together. And maybe it started with an idea to maybe run a reading group and continue this conversation in our own time and facilitate these meetings with other people. And then this grew into something much bigger, a project that has been running for like, three years now. And the reading group never happened. But we did start with five performative events. And then from then on, we did different like radio broadcasts, exhibitions and performances.
-12.932648658752441;12.717598915100098;0;I think it's important to say that we started with an idea of a reading group, because we were thinking about language, in itself, trying to think of ways of expanding limits of language. And I think it's important to say it now, because our collaboration started with a text and also during this project, we will be kind of playing around with spoken language,  transcribing language and also with artificially produced language by machines, digitally constructed human language. So there is a thread of communication, yes, I mean, indicating through language, but also finding new ways of communicating with not only human beings. 
1.5062510967254639;16.96288299560547;0;Which I think leads to this other thing, initially, all the things that we've been doing, were very much about gathering together physically, everything came from the actual thematics that started with thinking about coming back to the body and like the embodiment of different states, and just generally working a lot with the body and then slowly kind of moving towards a lot of sonic work and, and then we found ourselves in the pandemic. And I think that was kind of like a catalyst to push further these explorations, how can we still keep working and find other ways of working with people. And what could that be? And the process was quite long, because like, now we're, it's been two years, right, since the beginning of the pandemic exactly to me, but the project has been growing for a year now. I think it's going to be something else now than what we thought it would have been a year ago. 
-14.528672218322754;8.208333969116211;0;But that's also nice, we do come back, we move away from the idea and we come back again, I think this this cycling and nonlinear way of thinking about time that is  also related to our last project that we organised just before pandemic and some of you took part in it was called recovery. It was a project that was also very much focused on exploring totally process based activity. So It was a three weeks long residency and evolving exhibition that explored the theme of recovery. And also thought about its process and the fact that it's never, never a closed set cycle. It's never a circle, it's, it's going backwards that happens when we move into the future. And  I'm mentioning it now, because layering and non linearity will be a big part of the virtual space that we want to create between us. And also, the whole project that we invite you to, is about, it's about process. It's a research research project with no predefined outcomes, predefined ideas, but of getting together as its core purpose of thinking, making, sharing. And learning from each other as its main focus.
-15.314594268798828;7.591827869415283;0;We're talking a lot about ourselves. But that actually brings us to the point that the main aim was just to bring people together, and maybe and engage in a project that would be more long term that would allow us to come back to these relationships that we're building for a project, unlike in the past, where it was very encounter-based, but but kind of, we felt that there was a continuity lacking. And that's what we wanted to achieve, maybe or try to achieve with this project.
-18.344560623168945;9.974908828735352;0;And also we never were based in any one specific place. We were a nomadic platform. So we always moved between institutions and different physical spaces. And we thought that the digital space would grant us some kind of sustainability.
-23.47807502746582;4.40881872177124;0;Yeah. And autonomy as well.
23.317955017089844;-8.719069480895996;0;Independence. Yeah.
13.251996994018555;9.146749496459961;0;But I think, shall we ask maybe. So basically, I think this session, like we just wanted to hear about what you've been doing and thinking and making recently and like, how could you imagine participating in this project? What is there that you would specifically maybe want to think about or like, get from it, just just kind of like loose faults, really. And also to get to know each other? Because we know most of you. But I don't think everyone knows each other.
-17.785085678100586;8.6314697265625;0;So I remember that we shared some themes that we wanted to cover during the peer group sessions. But we would like to hear any ideas that you are occupied with, because this is a collective creation. And as there's no final preconceived outcome, we want this process to be shaped as we go on. 
-17.606691360473633;7.137905120849609;0;So it would be great just to hear from you because some of you, I think, we started the conversation more than half a year ago. So maybe things changed as well. And where you're at now and what you're doing.
-20.080854415893555;7.090145587921143;0;Exactly where are you? What are you working with? What are your anxieties? What are your ambitions? Would anyone like to start?
7.052309036254883;-20.432153701782227;0;Maybe? awkwardly, but we were thinking how to avoid this, but then. But then it would be, it just would be really nice to hear from all of you and hear everyone's voice.
-25.615381240844727;-5.166744232177734;0;Okay, so maybe Erik wants to start, but I think we are maybe, yep. Erik is gonna say on his own, about his role in the project. Cool. Yeah. Thanks. Thank you for volunteering. 
18.795549392700195;13.917600631713867;0;Hey, can you hear me and see me? Yep. Cool. So I'm Erik. I'm working on this project as I'm building the digital platform. So if you have any, if you have any ideas or questions about that, at Any point, just let me know. So I thought I'd just tell you where I'm at, what I'm doing, what I've been doing. And yeah, I've been a bit busy this week. So I'm just a bit out of it. So sorry about that. I'm trying to share my screen. Can you see my screen? Yes. Cool. Okay, so at the moment, I'm working. I'm in Helsinki. I studied at the RCA. I graduated in, I think it was 2021 or 2020. And now I'm in Helsinki, and I am working this year as a research assistant at the Finnish Centre for artificial intelligence. Some AI research. And I come from a background in. In sound art, I've been working in radio, theatre, and live music. And then from there, I kind of got really interested in working with data, so data sonification data visualisation. And that's how I ended up at the RCA. I studied a course called information experience design. So I'm really interested in how we, how we, how we can kind of work with information, how we represent information, how we experience information. And so that's, that's sort of how I got interested in AI. And so if you see my screen here, and basically like one of the one of the kind of overarching themes and in, in my own work, and in my thinking, is representation representations, so I'm quite interested in how we how we can represent information, whether it's visual, auditory or whether it's language and mostly in, in the context of like AI how we can, how we can kind of how we can represent these, like physical phenomena digitally, so what, what kind of emerges from that system of spearing these digital representations of things into this like weird mathematical, statistical computational system. And then, I'm very interested in how we can kind of come up with systems and interfaces to interpret those systems. So I think the field is known as interpretable machine learning or interpretable AI. So, I'm interested in all kinds of data, visualisations feature visualisations. And as yeah, there's some really cool work being done at the moment with neural nets. For instance, this image here is a generative neural nets. That's been trained on a data set of somebody playing GTA 5. And it's really interesting where in the system, how it works is basically you're controlling you're using a controller to move just move forwards, left, right or backwards, or whatever, I think they might be using a joystick. And then the, the network predicts the imagery that kind of happens based on the based on the movement of the joystick, and what's really interesting here to me is that you're actually not inside a game engine like you would be so basically you'd use if you would be playing a game you'd be in this like 3d game engine. And when you move when you make the movement on your controller it would be rendered into an image. Whereas like this is a neural net that's kind of learned a representation of the physics engine that would be used in the. So it's basically like, a neural net has just learned basically, it's like a game engine. And it's really weird. And it would be interesting to know how it kind of works. So, I mean, these are the kinds of things I'm quite intrigued by generally. But yeah, mostly I work with things like data visualisations and, and thinking about interfaces for interfacing with information in these machine learning systems. And, yeah, that's pretty much it. So from this project, I just want to experiment with the platform. So different ways of interfacing with information and, and seeing what comes out. And I'm kind of treating it as my own artistic contribution to the project. So we're going to be publishing it as this very plain, empty-ish kind of site, and then just kind of shaping it as we move along with these peer group sessions, and the project in general, so. So yeah, looking forward to meeting you all, and yet, sorry that I'm just completely out of it. Tonight. I'm sure we'll have lots of opportunities to get to know each other better.
-26.18944549560547;10.41161060333252;0;And there's a question, Erik, how is this neural network called?
-0.011726165190339088;6.609521389007568;0;So basically, this is a general generative adversarial network again, I don't actually know much about it, because it's not a project that I've worked on. But it's just something that I've seen recently. That's like, super interesting. And they've called it just Gun Theft Auto instead of Grand Theft Auto. So I think you'll be able to find some information on it based on that, but it's but it's again, that's like that's what they're using, but it's and I can actually just write in Yeah. Don't let somebody else introduce themselves. And if you have any more questions, just let me know. Thank you.
-25.764524459838867;-5.093109130859375;0;Anyone else wants to continue? Okay, shall we go by our screen? Yes. Do do we introduce how we know each other maybe?
-17.732847213745117;1.748462200164795;0;Okay, we can like ease in. So the first person on our grid is Sara. So we were talking quite a bit recently, because we've just recorded a broadcast with Sara. And Sara was also part of the our last pre pandemic project Recovery she performed. 
-16.140501022338867;9.985127449035645;0;So would you like to say a few words about your current project Landra because we will be also leading a workshop that is related to your new life, your practice there, and maybe it would be interesting to hear how you are doing and what is it? What is it about?
-17.0022029876709;8.569859504699707;0;I mean, for us, it was one of the reasons to bring you to this particular project because it's like, an actual embodiment of the idea of searching for new ways of existing, basically. So it's really exciting to hear about it.
