x,y,labels
-25.98430061340332,-1.239974021911621,0
-0.7602617144584656,4.689820766448975,0
-6.008093357086182,11.582855224609375,0
5.647667407989502,18.161170959472656,0
-12.189927101135254,16.760969161987305,0
-12.641674041748047,16.040294647216797,0
-17.34234046936035,3.783357620239258,0
-3.3179268836975098,-10.179426193237305,0
9.213508605957031,-6.300917625427246,0
15.196198463439941,12.333309173583984,0
-13.302281379699707,7.913618087768555,0
-12.766079902648926,11.25523853302002,0
-6.799612998962402,5.104437828063965,0
-11.301899909973145,8.879348754882812,0
-6.279174327850342,-5.127012252807617,0
12.726558685302734,19.264951705932617,0
-23.260618209838867,4.273504734039307,0
-33.76186752319336,-3.5202653408050537,0
-14.441546440124512,-10.789762496948242,0
-25.351797103881836,-0.7881816029548645,0
-11.12903118133545,13.579113006591797,0
-10.606790542602539,14.790828704833984,0
16.363582611083984,21.499635696411133,0
-1.653473138809204,15.300402641296387,0
16.062772750854492,21.907901763916016,0
-15.75590991973877,5.534252166748047,0
2.4583330154418945,19.21051597595215,0
6.341497898101807,19.289295196533203,0
-11.640117645263672,13.677742958068848,0
14.81619644165039,19.76460075378418,0
9.662261009216309,19.631977081298828,0
-13.62679672241211,7.313719749450684,0
-12.436372756958008,0.1498330682516098,0
-18.653165817260742,-8.504522323608398,0
15.48939037322998,20.089672088623047,0
6.414235591888428,18.49505615234375,0
-21.728904724121094,6.168753147125244,0
-25.129209518432617,6.32017183303833,0
-6.79604959487915,14.51506519317627,0
4.808004379272461,21.231637954711914,0
-11.482160568237305,15.441779136657715,0
12.428275108337402,20.156414031982422,0
-10.407658576965332,2.083285331726074,0
-11.754369735717773,2.721451759338379,0
13.265822410583496,21.620819091796875,0
10.191880226135254,19.838115692138672,0
-32.77470779418945,20.32672882080078,0
-32.99064636230469,19.38735008239746,0
-5.772010803222656,6.62784481048584,0
10.260612487792969,24.902114868164062,0
-24.415742874145508,7.846812725067139,0
-17.74758529663086,-10.490303993225098,0
-0.02806171029806137,-0.9858551621437073,0
-12.910776138305664,3.8527956008911133,0
-24.981019973754883,4.757759094238281,0
10.927360534667969,23.378610610961914,0
-12.173298835754395,3.030496597290039,0
12.160934448242188,21.13224220275879,0
-30.442285537719727,-5.305698394775391,0
17.02608299255371,1.4399656057357788,0
-19.711214065551758,2.889568567276001,0
-18.061660766601562,-13.0421781539917,0
20.172842025756836,16.440624237060547,0
13.992873191833496,6.073941230773926,0
13.326432228088379,11.800848007202148,0
11.674988746643066,9.568538665771484,0
-19.386219024658203,5.822352409362793,0
12.805726051330566,17.845134735107422,0
-5.938749313354492,-4.650732040405273,0
-6.534523963928223,13.475617408752441,0
11.62779712677002,1.428012728691101,0
19.92499542236328,15.430855751037598,0
-7.893316268920898,8.478793144226074,0
1.4801561832427979,9.817378997802734,0
-5.88815975189209,-8.913679122924805,0
12.440831184387207,8.254473686218262,0
-0.6874033808708191,-8.364429473876953,0
-24.203269958496094,6.504383087158203,0
2.4849789142608643,11.978079795837402,0
2.288867235183716,11.649473190307617,0
-6.6538872718811035,-9.648606300354004,0
15.14183521270752,8.319490432739258,0
-5.6245856285095215,12.399121284484863,0
12.046026229858398,12.216532707214355,0
-2.476888656616211,15.16530704498291,0
-19.186857223510742,3.2430806159973145,0
-8.654996871948242,8.375748634338379,0
18.147911071777344,0.4030708372592926,0
13.99612045288086,9.146588325500488,0
-18.428714752197266,9.275507926940918,0
-14.353169441223145,5.584690570831299,0
-18.280773162841797,-12.008877754211426,0
16.1272029876709,16.79613494873047,0
-22.378253936767578,7.379624366760254,0
-11.14276123046875,17.01294708251953,0
9.114224433898926,11.129021644592285,0
-18.116289138793945,0.6374627947807312,0
10.177647590637207,11.458760261535645,0
-17.024456024169922,0.2731323540210724,0
-9.066906929016113,-3.203115701675415,0
-17.487163543701172,10.590243339538574,0
-5.916205406188965,10.432289123535156,0
-4.113607883453369,3.330225944519043,0
0.4933215379714966,0.6335732936859131,0
-23.16668701171875,5.77797269821167,0
10.570775985717773,3.0332069396972656,0
-20.89731788635254,13.664289474487305,0
-20.181358337402344,6.371018409729004,0
-3.1988351345062256,2.21596097946167,0
-2.731079578399658,2.4873595237731934,0
-20.516366958618164,14.066572189331055,0
-22.606239318847656,2.9942524433135986,0
-22.296398162841797,4.510980606079102,0
-17.432723999023438,11.536759376525879,0
-10.156401634216309,8.209244728088379,0
-19.15473747253418,-1.1076377630233765,0
0.9796152114868164,0.9065334796905518,0
-18.094789505004883,-10.653523445129395,0
-12.469255447387695,-16.205713272094727,0
-8.148003578186035,0.5685731172561646,0
14.43157958984375,13.441004753112793,1
13.760894775390625,13.986297607421875,1
-10.058233261108398,12.348604202270508,1
-1.9488871097564697,3.8063223361968994,1
-6.257456302642822,-20.697751998901367,1
3.4871935844421387,-3.2810769081115723,1
3.4870641231536865,-2.5472140312194824,1
-15.70566177368164,-10.386826515197754,1
-1.7008308172225952,-14.844972610473633,1
3.215782642364502,-3.4336209297180176,1
-11.801891326904297,-16.66507911682129,1
-0.3163120150566101,-20.019603729248047,1
-7.267709732055664,-19.23720359802246,1
-10.749494552612305,-10.306779861450195,1
-10.96649169921875,-9.308178901672363,1
-15.335875511169434,-2.2278928756713867,1
-0.8610352873802185,-16.963911056518555,1
13.872282981872559,15.4754056930542,1
-10.799324989318848,-17.222293853759766,1
-14.974072456359863,-3.17431902885437,1
-12.29963493347168,-5.020253658294678,1
-12.668119430541992,-5.114579200744629,1
5.233080863952637,-17.426334381103516,1
-3.07002854347229,-16.828224182128906,1
5.911259174346924,-16.576690673828125,1
-6.461241245269775,-18.43988037109375,1
-11.110095977783203,-8.657991409301758,1
-1.8917194604873657,-17.050722122192383,1
-21.678312301635742,0.30385512113571167,1
-2.38456392288208,-14.78507137298584,1
-14.645345687866211,-35.14896011352539,1
-15.180213928222656,-34.67810821533203,1
-15.772584915161133,-34.363590240478516,1
-15.644963264465332,-35.40117263793945,1
-21.562055587768555,0.825185239315033,1
-13.769081115722656,-33.50227737426758,1
-19.61496353149414,15.11072063446045,1
-16.063350677490234,-4.347535610198975,1
-16.776838302612305,-3.0063316822052,1
1.7797348499298096,-17.35556411743164,1
-5.963019847869873,-19.231273651123047,1
-23.212839126586914,6.7280049324035645,1
8.387884140014648,-17.05756950378418,1
18.47102165222168,14.234135627746582,1
-12.34260082244873,-24.001394271850586,1
-15.37436294555664,-25.262014389038086,1
-10.617828369140625,-25.282249450683594,1
-15.852591514587402,-24.473012924194336,1
-10.972400665283203,-25.700334548950195,1
-31.809316635131836,18.472288131713867,1
-7.7250800132751465,-15.008544921875,1
5.742778778076172,-19.79566192626953,1
-15.11971664428711,-24.024559020996094,1
-12.866166114807129,1.1295186281204224,1
-14.641923904418945,0.3838379681110382,1
-7.78508996963501,-14.846466064453125,1
-9.017727851867676,-19.523025512695312,1
-16.7901554107666,-24.185718536376953,1
0.9552911520004272,-18.91476821899414,1
-10.650773048400879,-21.497392654418945,1
-11.618425369262695,-23.862966537475586,1
-15.445609092712402,-22.449810028076172,1
-18.78249740600586,-20.278766632080078,1
4.8675456047058105,-20.662492752075195,1
-3.830432653427124,-13.522597312927246,1
-18.175037384033203,8.900311470031738,1
-18.186935424804688,-21.283884048461914,1
-15.785113334655762,-21.454133987426758,1
-16.29560089111328,-20.635963439941406,1
-18.66654396057129,-8.008633613586426,1
-1.6144177913665771,24.11431884765625,2
-3.8519580364227295,24.655385971069336,2
-5.048980712890625,25.7290096282959,2
-5.341834545135498,23.817062377929688,2
-3.0982651710510254,22.900554656982422,2
1.34957754611969,-12.093936920166016,2
-6.606315612792969,-0.36880752444267273,2
-24.6358642578125,-10.881853103637695,2
-20.51697540283203,-3.0029819011688232,2
-27.647563934326172,-6.493350982666016,2
-25.97885513305664,-8.425872802734375,2
-31.24933433532715,-0.5628170967102051,2
-24.874479293823242,-9.126402854919434,2
-27.497373580932617,-8.886587142944336,2
-27.181026458740234,-7.996860504150391,2
-26.735429763793945,-19.54524040222168,2
-23.857858657836914,-6.041952610015869,2
-23.548559188842773,-5.438043117523193,2
-25.03740119934082,-6.557243347167969,2
-26.601850509643555,-20.535566329956055,2
-33.43330001831055,-16.270973205566406,2
-35.012298583984375,-13.808621406555176,2
-34.39881896972656,-15.350648880004883,2
-35.10844421386719,-12.974209785461426,2
-35.0804328918457,-20.634145736694336,2
-32.00502014160156,-16.512638092041016,2
-33.54978942871094,-18.527746200561523,2
-34.53099060058594,-21.49932098388672,2
-33.90538787841797,-21.082014083862305,2
-32.00286102294922,-12.858122825622559,2
-32.98387145996094,-17.15272331237793,2
-33.97769546508789,-17.588531494140625,2
-35.330135345458984,-17.401620864868164,2
-29.368898391723633,-11.086498260498047,2
-29.228574752807617,-11.791000366210938,2
4.978131294250488,2.608812093734741,2
4.506506443023682,2.932051420211792,2
-25.96694564819336,-6.459597110748291,2
-39.59259033203125,-18.79857635498047,2
-40.28680419921875,-18.13990020751953,2
-40.82646179199219,-16.42001724243164,2
-33.52005386352539,18.398862838745117,2
-39.61931610107422,-20.05198097229004,2
-40.80672073364258,-15.805988311767578,2
-42.64726257324219,-12.594806671142578,2
-43.48503112792969,-12.91927433013916,2
