x,y,labels
1.27559232711792,11.281017303466797,0
-15.230927467346191,5.798891544342041,0
6.6275529861450195,-3.828660488128662,0
-27.026073455810547,0.6920832991600037,0
5.230928897857666,2.696453332901001,0
5.530031204223633,3.4465692043304443,0
10.083087921142578,-1.4077348709106445,0
-7.546473979949951,-6.804336071014404,0
-11.480714797973633,-7.046932697296143,0
-18.331592559814453,5.119710922241211,0
9.421079635620117,0.43149492144584656,0
5.63950777053833,-1.151396632194519,0
11.106145858764648,2.145155191421509,0
3.2753710746765137,-1.6742479801177979,0
-0.2818543314933777,-2.6915433406829834,0
-24.28734588623047,6.338076114654541,0
26.351545333862305,5.440786361694336,0
-7.941969871520996,13.513192176818848,0
-0.9375182390213013,-7.339276313781738,0
5.507503032684326,4.390449523925781,0
5.944934368133545,0.2629096508026123,0
7.264316082000732,1.4741063117980957,0
-28.184185028076172,4.454762935638428,0
24.56573486328125,-17.805208206176758,0
-28.264558792114258,4.635913848876953,0
15.300252914428711,-13.714010238647461,0
-27.585872650146484,-2.7300612926483154,0
-26.35779571533203,-0.21844397485256195,0
5.903280258178711,0.5825343728065491,0
-26.91195297241211,4.945100784301758,0
-27.13665008544922,8.404279708862305,0
14.689288139343262,-13.245671272277832,0
-0.08141984045505524,2.2532336711883545,0
16.045711517333984,-6.78010892868042,0
-27.207366943359375,3.601717948913574,0
-26.49955177307129,0.92756587266922,0
30.4869441986084,8.14041805267334,0
25.021686553955078,-15.685460090637207,0
7.541008472442627,-3.391460657119751,0
-10.469887733459473,7.948202133178711,0
5.924515724182129,2.1261367797851562,0
-25.51889991760254,6.686123371124268,0
21.753551483154297,9.09345531463623,0
21.840932846069336,8.381951332092285,0
-25.21222686767578,7.3038835525512695,0
-26.841983795166016,8.18785572052002,0
14.288244247436523,9.841216087341309,0
13.48045539855957,9.913129806518555,0
1.085354208946228,3.4689621925354004,0
-23.165143966674805,9.925736427307129,0
24.213865280151367,-10.972430229187012,0
13.432758331298828,-6.81824254989624,0
-11.889175415039062,6.713490009307861,0
20.98301124572754,7.429417610168457,0
30.178653717041016,7.693571090698242,0
-24.040903091430664,8.472575187683105,0
21.516393661499023,8.177314758300781,0
-26.29119300842285,6.424386024475098,0
-8.562573432922363,16.39514923095703,0
-15.630270957946777,0.21620631217956543,0
18.94278907775879,3.5448904037475586,0
11.440316200256348,-6.2418060302734375,0
-30.920467376708984,1.0081220865249634,0
-20.879371643066406,-0.9435233473777771,0
-15.995036125183105,5.106711387634277,0
-24.184236526489258,-0.6585344672203064,0
11.261611938476562,0.4248761236667633,0
-23.441627502441406,5.8182454109191895,0
-0.13958700001239777,-1.593104362487793,0
7.689084053039551,-4.093803405761719,0
-2.238064765930176,-0.17728997766971588,0
-30.986635208129883,0.936504065990448,0
1.5022368431091309,0.31275132298469543,0
-17.481918334960938,-11.704706192016602,0
13.528324127197266,-20.30484390258789,0
